OrderNumber,OrderDate,Customer_Name_Index,Chanel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Price,total_sales,Total_Unit_Cost
SO - 0009324,25-08-2017,165,Distributor,USD,NXH382,50,15,11,187.6,2063.6,93.8
SO - 0009584,25-08-2017,88,Wholesale,USD,NXH382,47,1,5,2572.8,12864,1569.41
SO - 0010123,25-08-2017,89,Distributor,USD,AXW291,8,25,12,864.3,10371.6,535.87
SO - 0010238,25-08-2017,99,Wholesale,USD,FLR025,64,13,11,234.5,2579.5,117.25
SO - 0010503,25-08-2017,140,Wholesale,USD,NXH382,55,16,8,5272.9,42183.2,2372.81
SO - 0010679,25-08-2017,76,Wholesale,USD,AXW291,31,6,6,5333.2,31999.2,2986.59
SO - 0008207,26-08-2017,109,Wholesale,USD,GUT930,44,25,6,3859.2,23155.2,1852.42
SO - 0008263,26-08-2017,5,Export,USD,NXH382,52,28,8,6318.1,50544.8,4738.58
SO - 0008507,26-08-2017,77,Export,USD,FLR025,65,15,5,1058.6,5293,889.22
SO - 0008795,26-08-2017,116,Wholesale,USD,GUT930,36,6,7,917.9,6425.3,715.96
SO - 0010070,26-08-2017,86,Wholesale,USD,FLR025,66,16,9,3912.8,35215.2,2817.22
SO - 0010086,26-08-2017,120,Export,USD,NXH382,50,24,11,1132.3,12455.3,566.15
SO - 0010139,26-08-2017,29,Wholesale,USD,FLR025,64,15,6,1058.6,6351.6,455.2
SO - 0010359,26-08-2017,102,Distributor,USD,GUT930,43,16,8,1695.1,13560.8,830.6
SO - 0010738,26-08-2017,54,Wholesale,USD,AXW291,30,2,12,1896.1,22753.2,1573.76
SO - 0008231,27-08-2017,139,Distributor,USD,AXW291,1,4,12,2505.8,30069.6,1954.52
SO - 0008386,27-08-2017,144,Wholesale,USD,GUT930,32,17,10,2505.8,25058,1603.71
SO - 0008395,27-08-2017,14,Wholesale,USD,AXW291,26,1,8,6237.7,49901.6,4803.03
SO - 0008632,27-08-2017,14,Export,USD,AXW291,13,5,6,3229.4,19376.4,2389.76
SO - 0009047,27-08-2017,166,Distributor,USD,FLR025,62,8,11,1051.9,11570.9,673.22
SO - 0009289,27-08-2017,149,Wholesale,USD,NXH382,51,26,7,1246.2,8723.4,573.25
SO - 0009353,27-08-2017,148,Wholesale,USD,AXW291,22,4,5,3544.3,17721.5,1524.05
SO - 0010151,27-08-2017,139,Distributor,USD,NXH382,49,5,9,3825.7,34431.3,2486.71
SO - 0010390,27-08-2017,4,Distributor,USD,NXH382,54,14,5,3979.8,19899,2308.28
SO - 0008099,28-08-2017,68,Distributor,USD,AXW291,2,4,7,3825.7,26779.9,1874.59
SO - 0008471,28-08-2017,73,Wholesale,USD,GUT930,41,15,6,3899.4,23396.4,3002.54
SO - 0008587,28-08-2017,25,Wholesale,USD,FLR025,65,14,5,227.8,1139,186.8
SO - 0008690,28-08-2017,173,Distributor,USD,NXH382,59,13,6,2680,16080,2144
SO - 0008749,28-08-2017,59,Wholesale,USD,AXW291,1,20,5,3939.6,19698,2087.99
SO - 0008763,28-08-2017,154,Wholesale,USD,FLR025,61,5,10,3872.6,38726,3175.53
SO - 0008957,28-08-2017,36,Wholesale,USD,GUT930,44,11,12,958.1,11497.2,440.73
SO - 0009473,28-08-2017,156,Distributor,USD,AXW291,29,12,10,2881,28810,2362.42
SO - 0009992,28-08-2017,14,Wholesale,USD,AXW291,27,17,9,911.2,8200.8,628.73
SO - 0010138,28-08-2017,92,Wholesale,USD,NXH382,52,2,10,1835.8,18358,1321.78
SO - 0010216,28-08-2017,109,Wholesale,USD,AXW291,5,7,8,3711.8,29694.4,2375.55
SO - 0010241,28-08-2017,163,Wholesale,USD,AXW291,26,17,11,5092,56012,3360.72
SO - 0010474,28-08-2017,71,Distributor,USD,NXH382,49,29,7,931.3,6519.1,428.4
SO - 0010652,28-08-2017,78,Wholesale,USD,GUT930,35,28,11,254.6,2800.6,157.85
SO - 0010721,28-08-2017,134,Export,USD,AXW291,1,13,10,2391.9,23919,1363.38
SO - 0008666,29-08-2017,11,Wholesale,USD,AXW291,9,25,11,3256.2,35818.2,2767.77
SO - 0009045,29-08-2017,138,Wholesale,USD,AXW291,26,14,9,1855.9,16703.1,965.07
SO - 0009467,29-08-2017,137,Distributor,USD,GUT930,38,26,11,207.7,2284.7,103.85
SO - 0009498,29-08-2017,23,Wholesale,USD,GUT930,41,18,11,5185.8,57043.8,2644.76
SO - 0010269,29-08-2017,153,Wholesale,USD,NXH382,56,27,9,2231.1,20079.9,1338.66
SO - 0010681,29-08-2017,141,Wholesale,USD,FLR025,62,2,5,221.1,1105.5,101.71
SO - 0008113,30-08-2017,146,Wholesale,USD,GUT930,40,29,10,174.2,1742,90.58
SO - 0008760,30-08-2017,89,Wholesale,USD,AXW291,19,11,6,187.6,1125.6,93.8
SO - 0009011,30-08-2017,66,Wholesale,USD,NXH382,49,15,5,1072,5360,793.28
SO - 0009106,30-08-2017,168,Wholesale,USD,NXH382,52,4,6,3035.1,18210.6,1699.66
SO - 0009488,30-08-2017,16,Wholesale,USD,AXW291,16,4,5,2559.4,12797,1484.45
SO - 0009896,30-08-2017,114,Wholesale,USD,NXH382,51,5,6,1286.4,7718.4,617.47
SO - 0009929,30-08-2017,126,Export,USD,NXH382,51,19,8,1098.8,8790.4,933.98
SO - 0010133,30-08-2017,85,Distributor,USD,NXH382,48,21,12,917.9,11014.8,780.22
SO - 0010706,30-08-2017,89,Wholesale,USD,AXW291,21,5,12,1065.3,12783.6,458.08
SO - 0008423,31-08-2017,20,Distributor,USD,AXW291,20,22,5,1038.5,5192.5,830.8
SO - 0008489,31-08-2017,31,Wholesale,USD,FLR025,61,5,10,3953,39530,2213.68
SO - 0008625,31-08-2017,91,Wholesale,USD,GUT930,42,29,7,1045.2,7316.4,616.67
SO - 0008711,31-08-2017,6,Wholesale,USD,GUT930,37,18,10,2351.7,23517,1293.44
SO - 0008906,31-08-2017,10,Wholesale,USD,AXW291,17,25,8,3470.6,27764.8,1874.12
SO - 0009190,31-08-2017,59,Wholesale,USD,AXW291,3,25,10,3075.3,30753,1722.17
SO - 0009352,31-08-2017,167,Distributor,USD,FLR025,62,6,7,1078.7,7550.9,474.63
SO - 0009677,31-08-2017,18,Distributor,USD,GUT930,37,5,8,757.1,6056.8,499.69
SO - 0009959,31-08-2017,90,Distributor,USD,AXW291,19,28,11,2398.6,26384.6,1199.3
SO - 0010062,31-08-2017,120,Wholesale,USD,NXH382,49,4,12,2680,32160,1179.2
SO - 0008676,01-09-2017,49,Distributor,USD,AXW291,3,30,8,1045.2,8361.6,710.74
SO - 0008689,01-09-2017,170,Wholesale,USD,FLR025,61,22,8,911.2,7289.6,610.5
SO - 0008722,01-09-2017,150,Wholesale,USD,NXH382,47,5,11,1762.1,19383.1,933.91
SO - 0009080,01-09-2017,48,Distributor,USD,NXH382,58,26,12,2505.8,30069.6,1904.41
SO - 0009283,01-09-2017,121,Export,USD,AXW291,22,13,7,2458.9,17212.3,1254.04
SO - 0009423,01-09-2017,131,Wholesale,USD,FLR025,61,1,10,5138.9,51389,4162.51
SO - 0009494,01-09-2017,109,Export,USD,AXW291,28,3,10,3323.2,33232,2592.1
SO - 0009526,01-09-2017,86,Export,USD,AXW291,22,10,12,797.3,9567.6,518.25
SO - 0009556,01-09-2017,13,Distributor,USD,GUT930,41,13,10,2646.5,26465,1879.02
SO - 0009762,01-09-2017,158,Wholesale,USD,GUT930,37,19,5,1085.4,5427,727.22
SO - 0010172,01-09-2017,40,Distributor,USD,AXW291,19,25,7,1179.2,8254.4,896.19
SO - 0010321,01-09-2017,4,Wholesale,USD,AXW291,1,7,11,1031.8,11349.8,588.13
SO - 0010323,01-09-2017,29,Export,USD,NXH382,59,17,5,2331.6,11658,1142.48
SO - 0010420,01-09-2017,84,Wholesale,USD,AXW291,30,1,8,1038.5,8308,830.8
SO - 0010513,01-09-2017,115,Wholesale,USD,AXW291,18,19,9,1728.6,15557.4,933.44
SO - 0010520,01-09-2017,46,Wholesale,USD,AXW291,5,7,10,207.7,2077,137.08
SO - 0010558,01-09-2017,143,Wholesale,USD,AXW291,3,23,7,730.3,5112.1,496.6
SO - 0010594,01-09-2017,155,Wholesale,USD,AXW291,1,5,10,1011.7,10117,556.44
SO - 0010760,01-09-2017,114,Wholesale,USD,FLR025,63,13,8,2311.5,18492,1525.59
SO - 0008097,02-09-2017,7,Export,USD,NXH382,49,2,9,5071.9,45647.1,3246.02
SO - 0009084,02-09-2017,123,Distributor,USD,AXW291,7,15,9,3691.7,33225.3,2990.28
SO - 0009085,02-09-2017,40,Wholesale,USD,AXW291,6,28,8,3819,30552,2902.44
SO - 0009969,02-09-2017,174,Export,USD,AXW291,9,30,9,3973.1,35757.9,2661.98
SO - 0010056,02-09-2017,60,Wholesale,USD,GUT930,46,29,8,261.3,2090.4,112.36
SO - 0010115,02-09-2017,34,Distributor,USD,AXW291,11,1,11,1025.1,11276.1,543.3
SO - 0010157,02-09-2017,142,Distributor,USD,AXW291,4,5,12,1118.9,13426.8,626.58
SO - 0010346,02-09-2017,29,Export,USD,AXW291,22,4,5,5708.4,28542,2283.36
SO - 0010536,02-09-2017,6,Distributor,USD,NXH382,51,15,6,2331.6,13989.6,1095.85
SO - 0010719,02-09-2017,67,Distributor,USD,GUT930,34,21,6,971.5,5829,777.2
SO - 0008919,03-09-2017,154,Wholesale,USD,GUT930,42,20,9,2351.7,21165.3,1599.16
SO - 0009099,03-09-2017,108,Export,USD,AXW291,20,26,6,1748.7,10492.2,944.3
SO - 0009152,03-09-2017,89,Distributor,USD,AXW291,13,25,9,1065.3,9587.7,522
SO - 0009214,03-09-2017,95,Distributor,USD,FLR025,63,28,7,2391.9,16743.3,1865.68
SO - 0009416,03-09-2017,41,Wholesale,USD,AXW291,5,5,9,3959.7,35637.3,2336.22
SO - 0009471,03-09-2017,42,Wholesale,USD,GUT930,34,15,5,268,1340,160.8
SO - 0009510,03-09-2017,154,Wholesale,USD,NXH382,56,26,12,2425.4,29104.8,970.16
SO - 0009767,03-09-2017,60,Export,USD,AXW291,12,16,10,3966.4,39664,2102.19
SO - 0009854,03-09-2017,8,Distributor,USD,FLR025,64,13,10,3959.7,39597,2732.19
SO - 0010200,03-09-2017,108,Distributor,USD,NXH382,55,29,5,2499.1,12495.5,1299.53
SO - 0010602,03-09-2017,65,Distributor,USD,FLR025,60,15,6,2592.9,15557.4,2100.25
SO - 0008205,04-09-2017,149,Export,USD,GUT930,32,16,9,3919.5,35275.5,2822.04
SO - 0008321,04-09-2017,68,Export,USD,AXW291,15,1,6,1788.9,10733.4,1216.45
SO - 0008524,04-09-2017,42,Distributor,USD,GUT930,41,8,10,676.7,6767,514.29
SO - 0008615,04-09-2017,95,Distributor,USD,FLR025,62,3,12,2378.5,28542,1236.82
SO - 0008984,04-09-2017,109,Export,USD,AXW291,3,20,8,3919.5,31356,2665.26
SO - 0009451,04-09-2017,95,Export,USD,NXH382,51,16,6,2378.5,14271,1070.33
SO - 0010092,04-09-2017,45,Wholesale,USD,FLR025,61,12,11,5829,64119,4196.88
SO - 0008164,05-09-2017,158,Export,USD,NXH382,48,11,5,3953,19765,2688.04
SO - 0008392,05-09-2017,73,Export,USD,NXH382,51,2,11,3879.3,42672.3,3025.85
SO - 0010006,05-09-2017,31,Distributor,USD,NXH382,50,18,8,2291.4,18331.2,1718.55
SO - 0008252,06-09-2017,121,Distributor,USD,AXW291,14,25,7,5514.1,38598.7,2315.92
SO - 0009065,06-09-2017,47,Wholesale,USD,AXW291,4,25,11,1139,12529,933.98
SO - 0009264,06-09-2017,45,Distributor,USD,GUT930,45,17,9,3745.3,33707.7,2808.98
SO - 0009276,06-09-2017,175,Distributor,USD,GUT930,39,3,7,1688.4,11818.8,1215.65
SO - 0010042,06-09-2017,80,Distributor,USD,GUT930,38,14,6,2485.7,14914.2,1715.13
SO - 0010098,06-09-2017,135,Distributor,USD,AXW291,16,26,9,1118.9,10070.1,604.21
SO - 0010276,06-09-2017,40,Wholesale,USD,NXH382,57,8,5,1902.8,9514,932.37
SO - 0008105,07-09-2017,129,Export,USD,GUT930,35,26,9,1802.3,16220.7,1153.47
SO - 0008328,07-09-2017,157,Export,USD,AXW291,6,26,12,2318.2,27818.4,1877.74
SO - 0008525,07-09-2017,81,Export,USD,GUT930,44,6,8,1829.1,14632.8,786.51
SO - 0008592,07-09-2017,44,Wholesale,USD,NXH382,52,1,9,3504.1,31536.9,2943.44
SO - 0008636,07-09-2017,5,Wholesale,USD,GUT930,44,1,5,911.2,4556,455.6
SO - 0008999,07-09-2017,126,Distributor,USD,AXW291,18,15,8,5601.2,44809.6,2632.56
SO - 0009133,07-09-2017,122,Distributor,USD,GUT930,36,6,8,3202.6,25620.8,2049.66
SO - 0009294,07-09-2017,38,Export,USD,AXW291,13,13,9,1092.1,9828.9,688.02
SO - 0009383,07-09-2017,56,Distributor,USD,AXW291,2,10,7,1728.6,12100.2,1071.73
SO - 0009539,07-09-2017,133,Export,USD,GUT930,35,2,11,857.6,9433.6,514.56
SO - 0009908,07-09-2017,156,Wholesale,USD,AXW291,29,19,11,5232.7,57559.7,2459.37
SO - 0010010,07-09-2017,18,Wholesale,USD,GUT930,34,14,5,891.1,4455.5,623.77
SO - 0010126,07-09-2017,57,Wholesale,USD,GUT930,45,5,7,194.3,1360.1,77.72
SO - 0008638,08-09-2017,118,Wholesale,USD,NXH382,57,14,9,3966.4,35697.6,1586.56
SO - 0008738,08-09-2017,35,Distributor,USD,GUT930,39,25,8,3859.2,30873.6,2045.38
SO - 0009968,08-09-2017,33,Wholesale,USD,GUT930,46,26,8,3859.2,30873.6,2431.3
SO - 0010283,08-09-2017,75,Wholesale,USD,NXH382,56,20,6,6411.9,38471.4,5001.28
SO - 0010415,08-09-2017,35,Export,USD,AXW291,5,25,5,3979.8,19899,3144.04
SO - 0008139,09-09-2017,146,Wholesale,USD,AXW291,30,25,8,1916.2,15329.6,1341.34
SO - 0008406,09-09-2017,47,Distributor,USD,AXW291,12,28,12,174.2,2090.4,123.68
SO - 0008455,09-09-2017,41,Wholesale,USD,NXH382,58,15,6,2318.2,13909.2,1414.1
SO - 0008671,09-09-2017,83,Wholesale,USD,GUT930,34,11,5,3953,19765,2095.09
SO - 0009558,09-09-2017,108,Distributor,USD,NXH382,50,22,10,1232.8,12328,862.96
SO - 0010289,09-09-2017,62,Wholesale,USD,AXW291,7,2,7,837.5,5862.5,695.13
SO - 0010371,09-09-2017,79,Wholesale,USD,AXW291,16,26,6,1721.9,10331.4,947.05
SO - 0008353,10-09-2017,162,Distributor,USD,GUT930,39,25,11,3999.9,43998.9,3119.92
SO - 0008396,10-09-2017,6,Wholesale,USD,NXH382,48,17,6,5098.7,30592.2,4180.93
SO - 0008964,10-09-2017,104,Distributor,USD,NXH382,55,15,6,1078.7,6472.2,722.73
SO - 0009671,10-09-2017,98,Distributor,USD,AXW291,22,5,7,1105.5,7738.5,928.62
SO - 0010121,10-09-2017,60,Wholesale,USD,GUT930,45,30,7,1969.8,13788.6,1634.93
SO - 0010260,10-09-2017,43,Distributor,USD,FLR025,66,13,10,1855.9,18559,1113.54
SO - 0010550,10-09-2017,171,Distributor,USD,NXH382,48,23,5,3953,19765,1699.79
SO - 0008399,11-09-2017,131,Distributor,USD,NXH382,49,8,8,1072,8576,600.32
SO - 0008529,11-09-2017,112,Distributor,USD,FLR025,64,25,9,1011.7,9105.3,536.2
SO - 0008547,11-09-2017,154,Export,USD,AXW291,13,6,9,3115.5,28039.5,1682.37
SO - 0009062,11-09-2017,37,Wholesale,USD,GUT930,32,12,8,3906.1,31248.8,2421.78
SO - 0009134,11-09-2017,12,Distributor,USD,NXH382,58,3,9,730.3,6572.7,438.18
SO - 0009899,11-09-2017,117,Wholesale,USD,GUT930,38,20,6,5085.3,30511.8,3000.33
SO - 0010130,11-09-2017,94,Wholesale,USD,GUT930,46,26,9,180.9,1628.1,103.11
SO - 0008323,12-09-2017,99,Wholesale,USD,AXW291,6,1,8,180.9,1447.2,124.82
SO - 0008562,12-09-2017,96,Wholesale,USD,NXH382,52,14,5,234.5,1172.5,189.95
SO - 0008653,12-09-2017,24,Export,USD,AXW291,14,13,5,1078.7,5393.5,841.39
SO - 0008669,12-09-2017,162,Wholesale,USD,GUT930,35,19,8,1118.9,8951.2,928.69
SO - 0008805,12-09-2017,16,Wholesale,USD,AXW291,20,16,12,1319.9,15838.8,1042.72
SO - 0009818,12-09-2017,171,Distributor,USD,FLR025,63,3,6,1125.6,6753.6,720.38
SO - 0010268,12-09-2017,52,Wholesale,USD,AXW291,6,4,9,1125.6,10130.4,517.78
SO - 0010493,12-09-2017,39,Wholesale,USD,AXW291,4,19,9,2793.9,25145.1,2039.55
SO - 0010670,12-09-2017,86,Export,USD,AXW291,13,4,7,174.2,1219.4,120.2
SO - 0008447,13-09-2017,76,Wholesale,USD,AXW291,13,30,9,1045.2,9406.8,773.45
SO - 0008905,13-09-2017,43,Wholesale,USD,GUT930,33,2,7,1092.1,7644.7,589.73
SO - 0009105,13-09-2017,75,Distributor,USD,AXW291,27,2,9,1112.2,10009.8,800.78
SO - 0009236,13-09-2017,160,Distributor,USD,NXH382,51,15,6,911.2,5467.2,747.18
SO - 0009413,13-09-2017,22,Distributor,USD,GUT930,42,4,7,3845.8,26920.6,1538.32
SO - 0009869,13-09-2017,144,Export,USD,GUT930,43,9,6,180.9,1085.4,106.73
SO - 0010618,13-09-2017,125,Distributor,USD,AXW291,13,18,7,1239.5,8676.5,842.86
SO - 0010767,13-09-2017,22,Distributor,USD,AXW291,31,3,7,1005,7035,572.85
SO - 0008100,14-09-2017,38,Wholesale,USD,AXW291,22,26,7,1715.2,12006.4,806.14
SO - 0008298,14-09-2017,99,Export,USD,GUT930,36,5,5,5098.7,25493.5,3365.14
SO - 0009175,14-09-2017,7,Wholesale,USD,AXW291,24,26,12,991.6,11899.2,505.72
SO - 0009201,14-09-2017,100,Distributor,USD,GUT930,39,18,8,3946.3,31570.4,1933.69
SO - 0009741,14-09-2017,89,Wholesale,USD,FLR025,66,1,10,1795.6,17956,1113.27
SO - 0009776,14-09-2017,53,Distributor,USD,AXW291,6,16,7,2505.8,17540.6,1804.18
SO - 0010101,14-09-2017,44,Wholesale,USD,GUT930,42,1,10,5393.5,53935,3667.58
SO - 0010114,14-09-2017,106,Wholesale,USD,GUT930,47,18,9,6016.6,54149.4,3429.46
SO - 0009235,15-09-2017,93,Wholesale,USD,AXW291,31,23,12,6210.9,74530.8,3353.89
SO - 0009504,15-09-2017,127,Distributor,USD,NXH382,53,13,7,1695.1,11865.7,1101.82
SO - 0009636,15-09-2017,47,Distributor,USD,FLR025,61,24,6,1025.1,6150.6,697.07
SO - 0010040,15-09-2017,19,Wholesale,USD,AXW291,27,16,8,5152.3,41218.4,2524.63
SO - 0010174,15-09-2017,115,Distributor,USD,FLR025,62,16,9,3584.5,32260.5,2831.76
SO - 0010227,15-09-2017,78,Wholesale,USD,AXW291,9,16,12,241.2,2894.4,120.6
SO - 0010240,15-09-2017,83,Wholesale,USD,AXW291,6,5,11,194.3,2137.3,159.33
SO - 0010291,15-09-2017,88,Wholesale,USD,FLR025,63,28,8,2686.7,21493.6,1155.28
SO - 0010737,15-09-2017,42,Wholesale,USD,FLR025,63,5,9,6472.2,58249.8,5371.93
SO - 0008509,16-09-2017,142,Wholesale,USD,NXH382,57,26,8,4006.6,32052.8,2724.49
SO - 0008680,16-09-2017,154,Wholesale,USD,NXH382,55,2,6,1916.2,11497.2,900.61
SO - 0009076,16-09-2017,79,Distributor,USD,GUT930,42,17,12,5822.3,69867.6,4599.62
SO - 0009709,16-09-2017,127,Wholesale,USD,AXW291,22,5,8,2680,21440,2251.2
SO - 0010221,16-09-2017,29,Distributor,USD,NXH382,54,16,11,2432.1,26753.1,1605.19
SO - 0008123,17-09-2017,69,Wholesale,USD,GUT930,42,3,12,1051.9,12622.8,525.95
SO - 0008692,17-09-2017,154,Distributor,USD,GUT930,42,26,10,1721.9,17219,774.86
SO - 0008796,17-09-2017,64,Wholesale,USD,FLR025,62,23,6,234.5,1407,147.74
SO - 0008855,17-09-2017,128,Wholesale,USD,AXW291,19,26,12,4006.6,48079.2,3125.15
SO - 0009028,17-09-2017,125,Distributor,USD,NXH382,51,1,10,3852.5,38525,2234.45
SO - 0009109,17-09-2017,13,Wholesale,USD,AXW291,8,26,11,931.3,10244.3,754.35
SO - 0009188,17-09-2017,126,Export,USD,AXW291,11,21,9,783.9,7055.1,368.43
SO - 0009265,17-09-2017,90,Wholesale,USD,FLR025,63,18,11,5279.6,58075.6,3167.76
SO - 0009292,17-09-2017,92,Wholesale,USD,FLR025,62,18,7,904.5,6331.5,524.61
SO - 0009863,17-09-2017,37,Distributor,USD,GUT930,44,21,12,3504.1,42049.2,1401.64
SO - 0009951,17-09-2017,146,Wholesale,USD,AXW291,18,26,6,5460.5,32763,2839.46
SO - 0010050,17-09-2017,146,Export,USD,AXW291,26,7,5,3088.7,15443.5,2223.86
SO - 0010163,17-09-2017,154,Distributor,USD,AXW291,27,13,11,3685,40535,2247.85
SO - 0008220,18-09-2017,78,Wholesale,USD,NXH382,51,5,10,3912.8,39128,1995.53
SO - 0008287,18-09-2017,85,Wholesale,USD,AXW291,13,5,7,2010,14070,1045.2
SO - 0008523,18-09-2017,36,Distributor,USD,AXW291,10,19,7,5065.2,35456.4,2785.86
SO - 0008752,18-09-2017,47,Wholesale,USD,AXW291,6,22,7,2345,16415,1360.1
SO - 0008800,18-09-2017,41,Distributor,USD,AXW291,13,2,6,167.5,1005,78.73
SO - 0009309,18-09-2017,121,Wholesale,USD,GUT930,44,21,11,261.3,2874.3,151.55
SO - 0009379,18-09-2017,172,Wholesale,USD,AXW291,31,13,9,998.3,8984.7,718.78
SO - 0010218,18-09-2017,113,Distributor,USD,GUT930,46,1,9,2499.1,22491.9,1599.42
SO - 0010543,18-09-2017,38,Distributor,USD,NXH382,55,14,9,6003.2,54028.8,2401.28
SO - 0010768,18-09-2017,108,Wholesale,USD,NXH382,56,14,9,1085.4,9768.6,835.76
SO - 0008122,19-09-2017,20,Wholesale,USD,AXW291,12,21,11,5936.2,65298.2,3027.46
SO - 0009233,19-09-2017,18,Distributor,USD,AXW291,29,11,5,1152.4,5762,691.44
SO - 0009378,19-09-2017,93,Wholesale,USD,AXW291,15,26,12,3832.4,45988.8,1647.93
SO - 0009684,19-09-2017,41,Wholesale,USD,FLR025,65,15,5,2365.1,11825.5,1702.87
SO - 0009859,19-09-2017,133,Distributor,USD,AXW291,24,28,9,2458.9,22130.1,1180.27
SO - 0009872,19-09-2017,110,Distributor,USD,AXW291,13,3,5,1996.6,9983,1078.16
SO - 0009950,19-09-2017,54,Wholesale,USD,GUT930,39,12,11,261.3,2874.3,125.42
SO - 0009984,19-09-2017,86,Wholesale,USD,NXH382,47,1,8,1695.1,13560.8,1203.52
SO - 0010308,19-09-2017,84,Wholesale,USD,NXH382,51,14,12,1896.1,22753.2,1118.7
SO - 0010419,19-09-2017,14,Distributor,USD,NXH382,53,14,7,1172.5,8207.5,949.73
SO - 0010606,19-09-2017,55,Wholesale,USD,GUT930,43,23,5,1762.1,8810.5,1444.92
SO - 0008175,20-09-2017,168,Distributor,USD,AXW291,30,26,11,1045.2,11497.2,543.5
SO - 0008209,20-09-2017,21,Wholesale,USD,AXW291,7,23,10,1252.9,12529,989.79
SO - 0008490,20-09-2017,172,Wholesale,USD,GUT930,31,18,8,2599.6,20796.8,2105.68
SO - 0008859,20-09-2017,53,Wholesale,USD,GUT930,39,27,8,857.6,6860.8,360.19
SO - 0009027,20-09-2017,79,Export,USD,AXW291,25,15,11,1782.2,19604.2,1514.87
SO - 0009083,20-09-2017,25,Wholesale,USD,NXH382,52,13,11,2211,24321,950.73
SO - 0009129,20-09-2017,74,Distributor,USD,NXH382,52,19,6,3872.6,23235.6,3059.35
SO - 0009271,20-09-2017,100,Export,USD,AXW291,20,25,5,2666.6,13333,1093.31
SO - 0009814,20-09-2017,128,Wholesale,USD,FLR025,64,25,8,743.7,5949.6,312.35
SO - 0010057,20-09-2017,12,Wholesale,USD,NXH382,59,13,5,3886,19430,2681.34
SO - 0010730,20-09-2017,10,Wholesale,USD,NXH382,56,25,10,2217.7,22177,1153.2
SO - 0008835,21-09-2017,56,Distributor,USD,NXH382,52,1,10,5085.3,50853,2796.92
SO - 0008861,21-09-2017,27,Export,USD,GUT930,36,8,12,2291.4,27496.8,1695.64
SO - 0009299,21-09-2017,104,Wholesale,USD,AXW291,18,15,12,241.2,2894.4,103.72
SO - 0009554,21-09-2017,83,Distributor,USD,GUT930,39,6,11,1065.3,11718.3,511.34
SO - 0009760,21-09-2017,146,Wholesale,USD,GUT930,35,4,8,2472.3,19778.4,988.92
SO - 0010001,21-09-2017,40,Wholesale,USD,FLR025,61,26,8,3899.4,31195.2,2573.6
SO - 0010667,21-09-2017,117,Wholesale,USD,AXW291,23,4,6,2371.8,14230.8,1209.62
SO - 0008443,22-09-2017,67,Export,USD,FLR025,64,15,6,3845.8,23074.8,1653.69
SO - 0008545,22-09-2017,45,Export,USD,NXH382,52,5,6,6003.2,36019.2,3902.08
SO - 0008705,22-09-2017,120,Wholesale,USD,NXH382,48,26,9,1112.2,10009.8,556.1
SO - 0009141,22-09-2017,102,Wholesale,USD,NXH382,48,17,9,1118.9,10070.1,704.91
SO - 0009206,22-09-2017,131,Distributor,USD,FLR025,63,12,8,877.7,7021.6,351.08
SO - 0009408,22-09-2017,22,Wholesale,USD,FLR025,64,17,5,241.2,1206,159.19
SO - 0009705,22-09-2017,61,Distributor,USD,NXH382,60,17,11,3973.1,43704.1,2423.59
SO - 0009751,22-09-2017,141,Distributor,USD,AXW291,24,4,12,4013.3,48159.6,2568.51
SO - 0010581,22-09-2017,78,Distributor,USD,AXW291,3,3,9,5071.9,45647.1,4311.12
SO - 0010586,22-09-2017,150,Wholesale,USD,AXW291,14,6,5,3658.2,18291,2487.58
SO - 0008566,23-09-2017,48,Distributor,USD,NXH382,51,20,6,5380.1,32280.6,2205.84
SO - 0009157,23-09-2017,15,Wholesale,USD,FLR025,60,15,10,4013.3,40133,2688.91
SO - 0009569,23-09-2017,75,Distributor,USD,FLR025,64,1,8,944.7,7557.6,803
SO - 0009708,23-09-2017,58,Wholesale,USD,AXW291,11,19,7,3477.3,24341.1,1390.92
SO - 0010013,23-09-2017,137,Wholesale,USD,GUT930,38,3,6,797.3,4783.8,422.57
SO - 0010026,23-09-2017,148,Distributor,USD,AXW291,13,15,6,1038.5,6231,633.49
SO - 0010169,23-09-2017,147,Wholesale,USD,NXH382,54,1,11,2666.6,29332.6,1786.62
SO - 0008286,24-09-2017,55,Wholesale,USD,AXW291,20,25,5,1782.2,8911,1354.47
SO - 0008486,24-09-2017,30,Distributor,USD,AXW291,2,8,5,1072,5360,761.12
SO - 0008962,24-09-2017,157,Distributor,USD,NXH382,59,11,5,3437.1,17185.5,2199.74
SO - 0009587,24-09-2017,99,Distributor,USD,AXW291,8,15,6,5755.3,34531.8,4776.9
SO - 0009952,24-09-2017,49,Distributor,USD,NXH382,58,25,8,261.3,2090.4,154.17
SO - 0010357,24-09-2017,10,Distributor,USD,FLR025,64,19,9,2539.3,22853.7,1472.79
SO - 0010435,24-09-2017,3,Wholesale,USD,AXW291,8,15,11,207.7,2284.7,85.16
SO - 0010659,24-09-2017,49,Export,USD,GUT930,36,7,10,1333.3,13333,533.32
SO - 0010777,24-09-2017,161,Wholesale,USD,AXW291,16,13,6,911.2,5467.2,446.49
SO - 0008417,25-09-2017,81,Wholesale,USD,GUT930,36,29,5,2646.5,13232.5,1640.83
SO - 0008852,25-09-2017,30,Wholesale,USD,NXH382,60,14,7,737,5159,353.76
